from;to;distance
Владивосток;42.93748632941176,131.84113609705884;33773.845
Владивосток;42.74823477857144,132.84981756785714;195679.452
Владивосток;42.81766711363637,132.44129206590907;159051.364
Владивосток;42.76345889166666,133.06399575833336;200321.112
Владивосток;43.13404050000001,131.88527921176473;3307.883
Владивосток;43.11793786296297,131.87648223888885;4332.691
Владивосток;42.806334185507254,132.9940610927536;192498.781
Владивосток;42.762933113725495,132.87783964705883;195859.149
Владивосток;42.856152216494834,132.449314357732;156611.272
Владивосток;42.991011085714284,131.92955676666665;25070.876
Владивосток;42.60937601538462,130.7756879923077;264880.793
Владивосток;42.61366965789473,131.13687448157893;212391.526
Владивосток;43.08136582203389,131.84233186779662;10023.323
Владивосток;42.78491300000001,133.02925812903229;196280.431
Владивосток;43.04184015471699,131.89200695849058;16805.636
Владивосток;42.78101298113207,132.81317322641505;193222.405
Владивосток;42.73069430869564,133.20346575000005;214730.509
Владивосток;42.66013340227274,130.79213693863633;228898.518
Владивосток;42.83788506842105,132.4387341657895;158061.051
Владивосток;42.66389309565218,131.12242706086957;205768.136
Владивосток;43.04639515897436,131.81573587179489;41993.985
Владивосток;42.79254911071428,132.81151865714284;190489.843
Владивосток;42.88794100416667,132.7196311041667;163279.691
Владивосток;42.85339509999999,132.77630838846156;194281.867
Владивосток;42.65575169534884,131.1241862209302;206140.337
Владивосток;42.759341547058824,132.8120615852941;195005.784
Владивосток;43.217071273076925,132.18402468846153;34145.898
Владивосток;42.73323949636363,133.21130739636365;217098.752
Владивосток;42.984895474509806,131.48829371372548;166415.402
Владивосток;42.60361216153846,130.86639996923077;null
Владивосток;42.84345949078945,132.58131757631577;173998.304
Владивосток;42.88002846712329,132.43474083287666;156468.558
Владивосток;42.84912642745099,132.43863425686274;157415.374
Владивосток;42.94309828947369,131.82749298947365;36811.151
Владивосток;43.14494261666666,132.05640198333333;18088.501
Владивосток;43.21954441111111,132.19872436111112;35822.222
Владивосток;42.638219932,131.1292553;208522.278
Владивосток;43.11672066499999,132.02704641000003;15608.921
Владивосток;42.798516886842116,132.47082762105268;null
Владивосток;42.79462576666667,133.01760007222222;196230.143
Владивосток;42.78684946666666,132.90240008;198051.417
Владивосток;43.08860826111111,132.32856541666663;116634.167
Владивосток;42.654450983333334,131.21546644444444;null
Владивосток;42.84471879166667,131.38970467500002;179011.69
Владивосток;42.95903986363636,131.85059981818182;35650.24
Владивосток;43.229220028571426,132.22103958214285;37661.546
Владивосток;43.07025703695651,132.29885239565215;120908.699
Владивосток;43.111533550000004,131.8716042111111;5267.677
Владивосток;43.26426655483872,132.2568653483871;47915.055
Владивосток;42.88795616428571,132.72775993214282;163858.785
Владивосток;42.867885311538465,132.31323257307693;148554.889
Владивосток;42.87440828103447,132.4393806948276;156361.859
Владивосток;42.6375177451613,131.12482310645163;208362.459
Владивосток;43.16141191428572,132.32784623571428;112779.136
Владивосток;42.66032262352942,131.12192396470587;205745.275
Владивосток;42.676605454999994,131.24140894499996;null
Владивосток;43.2493044076923,132.2498876038462;49840.289
Владивосток;42.752465120000004,133.24201524666668;217188.65
Владивосток;42.82326817391304,132.44683410869564;158461.279
Владивосток;42.85971843529413,132.34234967941174;148090.825
Владивосток;42.848965958974354,132.77579692820512;193682.684
Владивосток;42.89585165636362,132.5186405109091;143163.287
Владивосток;42.82976182380951,132.40204104523812;160182.877
Владивосток;42.857233484615385,132.32477187692302;148416.923
Владивосток;42.86182432333335,132.5678916666667;175761.488
Владивосток;43.03104121785714,131.89607508928574;17845.633
Владивосток;42.96580335999999,131.90328508000002;29090.838
Владивосток;42.66549771666667,130.85651388333332;224021.85
Владивосток;43.229843249999995,132.22755682272728;38898.518
Владивосток;42.831587014492776,132.44006222753615;158409.197
Владивосток;42.85253567575759,132.31747417121213;149152.643
Владивосток;43.19338316216215,131.91721696216217;12787.126
Владивосток;42.715212855263154,133.20006771842108;216068.38
Владивосток;42.87409117999999,132.70733504800003;163213.93
Владивосток;42.860562228,132.363555816;148739.938
Владивосток;42.82673239687501,132.44398495625;158461.279
Владивосток;42.80680031935485,132.47524984999995;null
Владивосток;42.986456275675664,131.7541255648649;43412.786
Владивосток;42.80147930882353,132.91085598676472;198576.017
Владивосток;43.07915789545455,131.90504986590912;7818.146
Владивосток;42.955783278571424,131.8318798;36896.616
Владивосток;43.30903646363637,131.86584790454546;54562.689
Владивосток;43.267146422580645,132.020347683871;25126.183
Владивосток;42.87238310333335,132.30172387000002;149406.874
Владивосток;42.845955707317074,132.32627058780488;150167.516
Владивосток;42.84592608035714,132.77274155000003;194848.541
Владивосток;42.85160274074073,132.5713065;174491.858
Владивосток;43.2326740840909,131.98370097954543;15829.373
Владивосток;42.81571451538462,132.45306434102565;null
Владивосток;42.86071645333333,132.33159384999996;148494.312
Владивосток;43.122016771428584,132.03282593571424;15252.523
Владивосток;42.86740536785713,132.2990352017857;149284.845
Владивосток;42.866360771794874,132.31808203333335;148017.666
Владивосток;42.63550905599999,131.134678156;209148.105
Владивосток;42.93266847894737,131.82558435263158;34518.32
Владивосток;42.728828985294115,133.02422913235296;213058.677
Владивосток;42.85027449166666,132.4423808027778;157415.374
Владивосток;42.86233444583333,132.5640764791667;176232.464
Владивосток;43.104865208333344,131.8653518375;6982.475
Владивосток;42.89029393846153,132.516898076923;143752.062
Владивосток;42.61000718965517,131.14922796206895;213259.864
Владивосток;42.80095159393941,132.4735079939394;null
Владивосток;43.07378176666666,131.95875338333335;10199.008
Владивосток;43.27343812352942,132.34957004117646;96895.819
Владивосток;43.02130283636363,131.80211963939396;44605.37
Владивосток;43.04134355102039,131.7960441142857;43674.754
Владивосток;42.85671834814815,132.55488672592594;177155.273
Владивосток;42.87606513499999,132.29391624;150487.8
Владивосток;42.88881557586206,132.7110739862069;161638.308
Владивосток;42.913642885,131.37887024999995;180646.381
Владивосток;42.94386935454545,131.84759695454542;36361.365
Владивосток;42.937688146153846,131.82547438461538;34122.073
Владивосток;42.77442230799999,133.313268224;219670.88
Владивосток;42.70257675555555,133.1686053027778;216331.372
Владивосток;43.25902284782609,132.25643512608696;48174.809
Владивосток;42.72610289166668,133.2003029125;215495.695
Владивосток;43.049343356603764,132.31686954339625;121702.301
Владивосток;42.85996671785715,132.33840953214286;148460.332
Владивосток;42.81190766666667,132.45813361428574;null
Владивосток;43.13126753043479,132.04358569565218;16047.777
Владивосток;42.86930332187501,132.44950467812504;156357.287
Владивосток;42.62216637619048,131.1296524047619;211314.993
Владивосток;42.83235454705882,132.40566859999998;159776.191
Владивосток;42.8425949,132.57053461842108;175249.793
Владивосток;42.813409188571434,132.45420251142855;null
Владивосток;43.231781579166665,131.97977892500003;15745.468
Владивосток;42.712097589285705,133.199216875;215953.56
Владивосток;43.23588733461539,132.22959012307695;39313.955
Владивосток;43.229391321428565,131.97551402142855;15815.923
Владивосток;42.795983624,132.4671828;null
Владивосток;42.852825178787874,132.44734080909095;156611.272
Владивосток;42.80273525714284,132.4541788392857;null
Владивосток;42.871273797142855,132.44637535428575;156357.287
Владивосток;43.0804337,131.96927035384616;12470.18
Владивосток;42.859497904,132.33493174799997;148751.821
Владивосток;42.854054936000004,132.69409659999997;167445.935
Владивосток;42.60881479285714,130.93186473571424;null
Владивосток;42.745005035000005,133.04215925;210081.731
Владивосток;42.89342904333331,132.73343211;164067.111
Владивосток;42.87506621874999,132.299553925;149653.194
Владивосток;43.25556359333333,132.25275198666668;48495.979
Владивосток;42.84993353260871,131.41286357608698;179944.645
Владивосток;42.82109158125,132.43939443124998;158461.279
Владивосток;42.92765587499999,132.4489471666667;135837.619
Владивосток;42.80866604117647,132.47210892941175;null
Владивосток;42.573453665,131.167437;219106.33
Владивосток;42.80940590000001,132.9879981777778;192002.179
Владивосток;42.80629266176471,132.4486887617647;null
Владивосток;43.29248385333334,132.34755954666667;98816.273
Владивосток;42.72378361666666,133.20180494999997;215885.303
Владивосток;42.96733451874999,131.798953425;40555.833
Владивосток;42.844650341666664,132.32403168333332;150024.948
Владивосток;43.11350672,132.02142764;13564.48
Владивосток;42.9943657,132.300143825;136788.554
Владивосток;42.8234559,132.43631969999998;158461.279
Владивосток;43.26416857500001,131.97660228125;19145.983
Владивосток;43.12357419333333,132.03601075;15252.523
Владивосток;43.128669656250004,132.0421721875;16034.598
Владивосток;43.22707703076923,132.21883335384615;37647.389
Владивосток;43.176059099999996,132.09744145652172;24713.119
Владивосток;42.87053305882352,131.43359651911766;181301.414
Владивосток;42.978051429999994,131.77168312;42678.494
Владивосток;42.87459053333333,131.45619077777778;183737.766
Владивосток;43.32362904615385,131.8264858076923;54693.519
Владивосток;42.65215867999999,131.21837443;null
Владивосток;42.706865115999996,133.18786206400003;216582.375
Владивосток;42.845999215384616,132.56553880384615;175367.929
Владивосток;43.13938991818182,132.05018356363635;17198.493
Владивосток;42.8617783347826,132.56229748260867;176366.166
Владивосток;42.89499946818183,132.30158999545455;146120.076
Владивосток;42.85882487894737,132.32861262105268;148193.023
Владивосток;43.054757650000006,131.80969376874998;43051.082
Владивосток;42.855965744444454,132.31696265833332;148876.103
Владивосток;43.10580627894738,131.86933507894742;5792.664
Владивосток;42.84052069333333,132.57350402;175689.967
Владивосток;42.87050596153846,132.29943901538462;149312.755
Владивосток;43.21662080952381,131.94594788095242;14939.997
Владивосток;43.140422191666666,132.05125282500003;17552.939
Владивосток;42.819789457692316,132.44982000384618;158947.556
Владивосток;42.70441155199999,133.18888746800002;216550.701
Владивосток;43.002589325,131.9267260083333;23432.072
Владивосток;42.8772068076923,132.29247956923078;150487.8
Владивосток;42.8729753,132.70261593636366;162900.257
Владивосток;42.86195368148147,132.3159962296296;148195.896
Владивосток;42.80492533157894,132.47628852105265;null
Владивосток;42.85880304545455,132.31567018636366;148425.878
Владивосток;43.05248765416667,132.3142157791667;121224.567
Владивосток;43.12773978666667,132.04043246;15927.681
Владивосток;42.675716022222225,131.24416943333333;null
Владивосток;43.26740182222223,132.2568854222222;47872.145
Владивосток;42.9462761375,131.4741116125;169439.254
Владивосток;42.83492923953489,132.44080261395348;158294.087
Владивосток;43.282971530769224,132.35298549230768;97590.692
Владивосток;42.80232583333333,132.4755489;null
Владивосток;42.795836544000004,132.458779828;null
Владивосток;43.02411587692307,131.80483516923078;44128.23
Владивосток;42.82702064736843,132.39898385263157;160583.575
Владивосток;43.22689196428571,132.21716039999998;37686.951
Владивосток;42.633705918181825,130.79473071818182;267989.357
Владивосток;42.828030995238095,132.40069175238096;160436.145
Владивосток;42.85483548333334,131.42117754583336;180737.782
Владивосток;42.80280738235295,132.9106187470588;198656.693
Владивосток;43.06004863636363,131.8486533818182;20038.952
Владивосток;42.79525968181818,132.4649855454545;null
Владивосток;43.27661432,132.041790965;25419.142
Владивосток;43.04461027894737,132.31680645789473;122224.457
Владивосток;42.87606847826087,131.4433053043478;182500.833
Владивосток;42.803773969999995,132.47661974749997;null
Владивосток;42.87412327727272,131.44177166818187;182351.744
Владивосток;42.74787295238093,133.2292925952381;217147.957
Владивосток;42.80356615000001,132.91123264375;199367.373
Владивосток;42.868804250000004,132.29736955833332;149312.755
Владивосток;43.06191989285714,131.8068046857143;13751.793
Находка;coordinates_for_search;null
Находка;42.85780005605215,132.63796866983245;47432.097
Находка;42.82558006927711,131.36343049698797;306648.287
Находка;43.19475603333333,132.12088166499998;166457.168
Находка;42.688827495061716,133.08812686790128;27915.823
Находка;42.87296550909091,133.8029191363636;215541.732
Находка;42.9085898925926,132.76568851851852;28994.458
Находка;42.61793450808079,130.78490267373738;390586.326
Находка;42.66970745614037,131.1173233614035;328828.408
Находка;42.7565817568182,131.2582025068182;313885.246
Находка;42.94948294,131.82898543000002;219310.304
Находка;42.77377115698925,131.26249995376347;311232.128
Находка;42.58242989734511,130.77586495840706;386353.78
Находка;42.64487614117647,130.97947705999997;352207.254
Находка;42.8418699859649,131.38430612105265;304072.045
Находка;43.073964861538464,131.84244766153844;198712.719
Находка;42.8444853326923,132.5954254971154;53014.593
Находка;42.648891773770494,131.0245361770492;336303.922
Находка;42.649176815789474,130.79231548947368;354862.851
Находка;42.79324130175439,131.30578088947368;307179.222
Находка;42.909528109374996,132.73866168749993;31443.461
Находка;42.76052301904762,132.82117242857134;27821.216
Находка;42.77473639999999,133.34393449333336;37704.962
Находка;42.87023801219511,133.90840999999998;236650.918
Находка;42.91393987572815,132.49436769417477;52595.457
Находка;42.86141447058824,132.6566022084033;45609.226
Находка;42.791616768965525,133.02352553103452;9857.617
Находка;42.88886339326923,133.82041722019224;215765.062
Находка;42.82021048181818,132.7925140659091;24019.748
Находка;42.855178322058826,132.6854441830882;46059.125
Находка;42.9506436372549,131.74024973333337;218781.76
Находка;42.70402008235294,131.23779016176474;null
Находка;42.746067914705876,131.2506215294118;315518.165
Находка;42.942143869387756,131.46421048367347;294676.055
Находка;42.9166471325,132.475985425;53906.911
Находка;42.64286049107142,131.06331871071424;333288.703
Находка;43.20753167794117,132.16358071029413;162608.39
Находка;42.7449392357143,132.86912061904758;30665.767
Находка;42.83070363132529,132.43038524698792;92891.358
Находка;42.61200170294118,130.9373820147059;352965.937
Находка;42.89357776000001,132.78257173666665;28703.898
Находка;42.71072995249999,133.1847811575;28731.206
Находка;42.61659337272727,131.1991424818182;342893.876
Находка;43.0666548405797,132.29653485072464;84016.766
Находка;42.96557476964286,131.8863649803572;210665.348
Находка;42.83629910595238,132.39794171785712;94856.837
Находка;42.769439222058836,133.0467068352941;12984.374
Находка;42.80185192,133.00391430545454;11322.337
Находка;42.95818163913044,131.8462030652174;218457.76
Находка;42.644574795833336,131.12812382916667;332209.38
Находка;42.810819189473676,132.46382737894731;null
Находка;42.8129591088889,132.99314807555558;468.936
Находка;42.596711760714285,130.90390206071427;null
Находка;42.60455177866666,131.17983613066662;339997.646
Находка;42.83740554210527,132.77446489210524;25822.237
Находка;43.228441316666675,132.32175070833333;120624.869
Находка;42.93402220357142,131.83621696785715;222474.38
Находка;42.910523870588236,132.50645268235291;53573.426
Находка;42.92118201406249,131.736798296875;221894.678
Находка;43.11483942600001,132.014864952;182858.548
Находка;42.83774339666666,132.42099782999998;92891.358
Находка;42.89318040701755,132.3060094245614;80334.043
Находка;42.80035654722222,132.45929211388886;null
Находка;42.65115556,131.206230608;340826.978
Находка;42.63718584374999,131.07561126041665;332771.614
Находка;42.81543918095238,132.79918349682535;23969.084
Находка;42.843555099999996,132.4360012619048;91972.132
Находка;43.20162889189189,132.14213005675677;166372.495
Находка;43.16660715757576,132.08220624242423;171570.678
Находка;42.81813861153846,132.99308123461537;1729.094
Находка;42.86656191500002,132.69135949285715;47024.69
Находка;43.288589529032244,132.29370165806452;149188.771
Находка;42.72582748399999,131.243843192;316720.373
Находка;42.71033387121214,133.1762836560606;29278.558
Находка;43.17945024624999,132.10055653999993;169431.42
Находка;42.63069964821428,131.13784847321426;334339.859
Находка;42.63716983170731,131.04547179268292;336270.074
Находка;42.83399904285714,132.41026015535712;93779.184
Находка;43.269738775675684,132.2603187837838;152678.187
Находка;42.647659757894736,131.12724249473683;331695.151
Находка;42.945709146153845,131.47149596923074;293947.238
Находка;42.93748632941176,131.84113609705884;221964.623
Находка;42.74823477857144,132.84981756785714;28932.295
Находка;42.81766711363637,132.44129206590907;93481.443
Находка;42.76345889166666,133.06399575833336;14564.43
Находка;43.13404050000001,131.88527921176473;191102.034
Находка;43.11793786296297,131.87648223888885;192523.469
Находка;42.806334185507254,132.9940610927536;1608.142
Находка;42.762933113725495,132.87783964705883;29111.992
Находка;42.856152216494834,132.449314357732;91041.351
Находка;42.991011085714284,131.92955676666665;207570.029
Находка;42.60937601538462,130.7756879923077;389366.009
Находка;42.61366965789473,131.13687448157893;336876.742
Находка;43.08136582203389,131.84233186779662;198214.101
Находка;42.78491300000001,133.02925812903229;10523.749
Находка;43.04184015471699,131.89200695849058;199304.789
Находка;42.78101298113207,132.81317322641505;26475.248
Находка;42.73069430869564,133.20346575000005;28973.827
Находка;42.66013340227274,130.79213693863633;353383.734
Находка;42.83788506842105,132.4387341657895;92491.129
Находка;42.66389309565218,131.12242706086957;330253.352
Находка;43.04639515897436,131.81573587179489;224493.138
Находка;42.79254911071428,132.81151865714284;23742.686
Находка;42.88794100416667,132.7196311041667;43228.224
Находка;42.85339509999999,132.77630838846156;27534.71
Находка;42.65575169534884,131.1241862209302;330625.553
Находка;42.759341547058824,132.8120615852941;28258.627
Находка;43.217071273076925,132.18402468846153;160599.534
Находка;42.73323949636363,133.21130739636365;31342.07
Находка;42.984895474509806,131.48829371372548;290900.618
Находка;42.60361216153846,130.86639996923077;null
Находка;42.84345949078945,132.58131757631577;53946.837
Находка;42.88002846712329,132.43474083287666;90898.637
Находка;42.84912642745099,132.43863425686274;91845.452
Находка;42.94309828947369,131.82749298947365;219310.304
Находка;43.14494261666666,132.05640198333333;176366.589
Находка;43.21954441111111,132.19872436111112;159478.116
Находка;42.638219932,131.1292553;333007.494
Находка;43.11672066499999,132.02704641000003;182362.063
Находка;42.798516886842116,132.47082762105268;null
Находка;42.79462576666667,133.01760007222222;10473.461
Находка;42.78684946666666,132.90240008;31304.26
Находка;43.08860826111111,132.32856541666663;84668.239
Находка;42.654450983333334,131.21546644444444;null
Находка;42.84471879166667,131.38970467500002;303496.906
Находка;42.95903986363636,131.85059981818182;218149.393
Находка;43.229220028571426,132.22103958214285;160090.8
Находка;43.07025703695651,132.29885239565215;82528.063
Находка;43.111533550000004,131.8716042111111;193458.455
Находка;43.26426655483872,132.2568653483871;152297.455
Находка;42.88795616428571,132.72775993214282;43807.318
Находка;42.867885311538465,132.31323257307693;82984.968
Находка;42.87440828103447,132.4393806948276;90791.938
Находка;42.6375177451613,131.12482310645163;332847.675
Находка;43.16141191428572,132.32784623571428;94955.186
Находка;42.66032262352942,131.12192396470587;330230.491
Находка;42.676605454999994,131.24140894499996;null
Находка;43.2493044076923,132.2498876038462;154222.689
Находка;42.752465120000004,133.24201524666668;31431.968
Находка;42.82326817391304,132.44683410869564;92891.358
Находка;42.85971843529413,132.34234967941174;82520.904
Находка;42.848965958974354,132.77579692820512;26935.527
Находка;42.89585165636362,132.5186405109091;53154.428
Находка;42.82976182380951,132.40204104523812;94612.956
Находка;42.857233484615385,132.32477187692302;82847.002
Находка;42.86182432333335,132.5678916666667;55710.021
Находка;43.03104121785714,131.89607508928574;200344.786
Находка;42.96580335999999,131.90328508000002;211589.991
Находка;42.66549771666667,130.85651388333332;348507.066
Находка;43.229843249999995,132.22755682272728;161327.772
Находка;42.831587014492776,132.44006222753615;92839.276
Находка;42.85253567575759,132.31747417121213;83582.722
Находка;43.19338316216215,131.91721696216217;182893.733
Находка;42.715212855263154,133.20006771842108;30311.698
Находка;42.87409117999999,132.70733504800003;43162.463
Находка;42.860562228,132.363555816;83170.017
Находка;42.82673239687501,132.44398495625;92891.358
Находка;42.80680031935485,132.47524984999995;null
Находка;42.986456275675664,131.7541255648649;225911.939
Находка;42.80147930882353,132.91085598676472;31828.86
Находка;43.07915789545455,131.90504986590912;196344.48
Находка;42.955783278571424,131.8318798;219395.769
Находка;43.30903646363637,131.86584790454546;179047.905
Находка;43.267146422580645,132.020347683871;173057.653
Находка;42.87238310333335,132.30172387000002;83836.953
Находка;42.845955707317074,132.32627058780488;84597.595
Находка;42.84592608035714,132.77274155000003;28101.384
Находка;42.85160274074073,132.5713065;54440.391
Находка;43.2326740840909,131.98370097954543;176325.132
Находка;42.81571451538462,132.45306434102565;null
Находка;42.86071645333333,132.33159384999996;82924.391
Находка;43.122016771428584,132.03282593571424;182005.665
Находка;42.86740536785713,132.2990352017857;83714.924
Находка;42.866360771794874,132.31808203333335;82447.745
Находка;42.63550905599999,131.134678156;333633.321
Находка;42.93266847894737,131.82558435263158;222709.098
Находка;42.728828985294115,133.02422913235296;27301.995
Находка;42.85027449166666,132.4423808027778;91845.452
Находка;42.86233444583333,132.5640764791667;56180.997
Находка;43.104865208333344,131.8653518375;195173.253
Находка;42.89029393846153,132.516898076923;53743.202
Находка;42.61000718965517,131.14922796206895;337745.08
Находка;42.80095159393941,132.4735079939394;null
Находка;43.07378176666666,131.95875338333335;190931.355
Находка;43.27343812352942,132.34957004117646;120373.328
Находка;43.02130283636363,131.80211963939396;227104.523
Находка;43.04134355102039,131.7960441142857;226173.907
Находка;42.85671834814815,132.55488672592594;57103.806
Находка;42.87606513499999,132.29391624;84917.879
Находка;42.88881557586206,132.7110739862069;41586.841
Находка;42.913642885,131.37887024999995;305131.597
Находка;42.94386935454545,131.84759695454542;218860.518
Находка;42.937688146153846,131.82547438461538;222312.851
Находка;42.77442230799999,133.313268224;33914.198
Находка;42.70257675555555,133.1686053027778;30574.69
Находка;43.25902284782609,132.25643512608696;152557.209
Находка;42.72610289166668,133.2003029125;29739.013
Находка;43.049343356603764,132.31686954339625;80431.255
Находка;42.85996671785715,132.33840953214286;82890.411
Находка;42.81190766666667,132.45813361428574;null
Находка;43.13126753043479,132.04358569565218;178161.534
Находка;42.86930332187501,132.44950467812504;90787.366
Находка;42.62216637619048,131.1296524047619;335800.209
Находка;42.83235454705882,132.40566859999998;94206.27
Находка;42.8425949,132.57053461842108;55198.326
Находка;42.813409188571434,132.45420251142855;null
Находка;43.231781579166665,131.97977892500003;176241.227
Находка;42.712097589285705,133.199216875;30196.878
Находка;43.23588733461539,132.22959012307695;161743.209
Находка;43.229391321428565,131.97551402142855;176318.198
Находка;42.795983624,132.4671828;null
Находка;42.852825178787874,132.44734080909095;91041.351
Находка;42.80273525714284,132.4541788392857;null
Находка;42.871273797142855,132.44637535428575;90787.366
Находка;43.0804337,131.96927035384616;191290.16
Находка;42.859497904,132.33493174799997;83181.9
Находка;42.854054936000004,132.69409659999997;47394.467
Находка;42.60881479285714,130.93186473571424;null
Находка;42.745005035000005,133.04215925;24325.049
Находка;42.89342904333331,132.73343211;44015.644
Находка;42.87506621874999,132.299553925;84083.273
Находка;43.25556359333333,132.25275198666668;152878.379
Находка;42.84993353260871,131.41286357608698;304429.861
Находка;42.82109158125,132.43939443124998;92891.358
Находка;42.92765587499999,132.4489471666667;58101.948
Находка;42.80866604117647,132.47210892941175;null
Находка;42.573453665,131.167437;343591.546
Находка;42.80940590000001,132.9879981777778;1111.54
Находка;42.80629266176471,132.4486887617647;null
Находка;43.29248385333334,132.34755954666667;122293.782
Находка;42.72378361666666,133.20180494999997;30128.621
Находка;42.96733451874999,131.798953425;223054.986
Находка;42.844650341666664,132.32403168333332;84455.027
Находка;43.11350672,132.02142764;183456.625
Находка;42.9943657,132.300143825;74335.541
Находка;42.8234559,132.43631969999998;92891.358
Находка;43.26416857500001,131.97660228125;173166.33
Находка;43.12357419333333,132.03601075;182005.665
Находка;43.128669656250004,132.0421721875;178418.63
Находка;43.22707703076923,132.21883335384615;160076.643
Находка;43.176059099999996,132.09744145652172;170644.121
Находка;42.87053305882352,131.43359651911766;305786.63
Находка;42.978051429999994,131.77168312;225177.647
Находка;42.87459053333333,131.45619077777778;308222.982
Находка;43.32362904615385,131.8264858076923;179178.735
Находка;42.65215867999999,131.21837443;null
Находка;42.706865115999996,133.18786206400003;30825.693
Находка;42.845999215384616,132.56553880384615;55316.461
Находка;43.13938991818182,132.05018356363635;177010.79
Находка;42.8617783347826,132.56229748260867;56314.699
Находка;42.89499946818183,132.30158999545455;80550.155
Находка;42.85882487894737,132.32861262105268;82623.102
Находка;43.054757650000006,131.80969376874998;225550.235
Находка;42.855965744444454,132.31696265833332;83306.182
Находка;43.10580627894738,131.86933507894742;193983.442
Находка;42.84052069333333,132.57350402;55638.5
